# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1555796	1557091	-					intQ	7152746	ECIAI39_1479	1296		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1555796	1557091	-	YP_002407484.1	WP_001310836.1		putative defective integrase; Qin prophage	intQ	7152746	ECIAI39_1479	1296	431	
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1557111	1557326	-					xis	7151834	ECIAI39_1480	216		pseudo
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1557434	1557976	-						7153181	ECIAI39_1481	543		pseudo
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1558080	1558406	+						7149728	ECIAI39_1482	327		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1558080	1558406	+	YP_002407485.1	WP_000165309.1		transposase ORF A, IS629		7149728	ECIAI39_1482	327	108	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1558403	1558885	+						7149729	ECIAI39_1483	483		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1558403	1558885	+	YP_002407486.1	WP_012602241.1		transposase ORF B (fragment), IS629		7149729	ECIAI39_1483	483	160	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1559477	1561000	+						7149730	ECIAI39_1484	1524		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1559477	1561000	+	YP_002407487.1	WP_000587107.1		Group II intron-encoded reverse transcriptase/maturase		7149730	ECIAI39_1484	1524	507	
gene	misc_RNA	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1561004	1561090	+						7149731	ECIAI39_misc_RNA_35	87		
misc_RNA		GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1561004	1561090	+				Intron_gpII		7149731	ECIAI39_misc_RNA_35	87		
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1561117	1561563	+						7150528	ECIAI39_1485	447		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1561117	1561563	+	YP_002407488.1	WP_000864102.1		transposase ORF B (fragment), IS629		7150528	ECIAI39_1485	447	148	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1561623	1562036	+					ydfX	7149732	ECIAI39_1486	414		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1561623	1562036	+	YP_002407489.1	WP_000664577.1		hypothetical protein	ydfX	7149732	ECIAI39_1486	414	137	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1561963	1562982	+						7153560	ECIAI39_1487	1020		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1561963	1562982	+	YP_002407490.1	WP_012602315.1		hypothetical protein		7153560	ECIAI39_1487	1020	339	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1563023	1563445	+						7149733	ECIAI39_1488	423		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1563023	1563445	+	YP_002407491.1	WP_001151262.1		hypothetical protein		7149733	ECIAI39_1488	423	140	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1563442	1563798	+						7149734	ECIAI39_1489	357		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1563442	1563798	+	YP_002407492.1	WP_001310834.1		hypothetical protein		7149734	ECIAI39_1489	357	118	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1564221	1564346	+						7149735	ECIAI39_1490	126		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1564221	1564346	+	YP_002407493.1	WP_001315551.1		hypothetical protein		7149735	ECIAI39_1490	126	41	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1565105	1565287	-						7149736	ECIAI39_1491	183		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1565105	1565287	-	YP_002407494.1	WP_000955178.1		hypothetical protein		7149736	ECIAI39_1491	183	60	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1565465	1566688	+						7149737	ECIAI39_1492	1224		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1565465	1566688	+	YP_002407495.1	WP_000589007.1		hypothetical protein		7149737	ECIAI39_1492	1224	407	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1566750	1567052	+					insM	7149738	ECIAI39_1493	303		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1566750	1567052	+	YP_002407496.1	WP_000087856.1		transposase ORF A, IS600	insM	7149738	ECIAI39_1493	303	100	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1567088	1567906	+						7151825	ECIAI39_1494	819		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1567088	1567906	+	YP_002407497.1	WP_001702848.1		transposase ORF B, IS600		7151825	ECIAI39_1494	819	272	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1567812	1568465	+						7149739	ECIAI39_1495	654		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1567812	1568465	+	YP_002407498.1	WP_012602316.1		hypothetical protein		7149739	ECIAI39_1495	654	217	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1568509	1569291	-						7149740	ECIAI39_1496	783		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1568509	1569291	-	YP_002407499.1	WP_001300609.1		transposase/IS protein		7149740	ECIAI39_1496	783	260	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1569288	1570310	-						7149741	ECIAI39_1497	1023		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1569288	1570310	-	YP_002407500.1	WP_001310017.1		transposase ORF A, IS100		7149741	ECIAI39_1497	1023	340	
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1570363	1570647	+					ydfT	7149742	ECIAI39_1498	285		pseudo
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1571069	1571281	-					cspF	7153558	ECIAI39_1499	213		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1571069	1571281	-	YP_002407501.1	WP_000087756.1		cold shock protein; Qin prophage	cspF	7153558	ECIAI39_1499	213	70	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1571582	1571797	+					cspB	7151017	ECIAI39_1500	216		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1571582	1571797	+	YP_002407502.1	WP_000066484.1		cold shock protein; Qin prophage	cspB	7151017	ECIAI39_1500	216	71	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1572551	1572766	+					essQ	7151013	ECIAI39_1501	216		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1572551	1572766	+	YP_002407503.1	WP_000839590.1		putative S lysis protein; Qin prophage	essQ	7151013	ECIAI39_1501	216	71	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1572771	1573082	+					ydfR	7151241	ECIAI39_1502	312		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1572771	1573082	+	YP_002407504.1	WP_000189916.1		hypothetical protein	ydfR	7151241	ECIAI39_1502	312	103	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1573079	1573612	+					ydfQ	7153557	ECIAI39_1503	534		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1573079	1573612	+	YP_002407505.1	WP_001092971.1		putative membrane-associated lysozyme; Qin prophage	ydfQ	7153557	ECIAI39_1503	534	177	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1573609	1574106	+					ydfP	7153556	ECIAI39_1504	498		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1573609	1574106	+	YP_002407506.1	WP_001071769.1		hypothetical protein	ydfP	7153556	ECIAI39_1504	498	165	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1574469	1574681	+					cspI	7153555	ECIAI39_1505	213		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1574469	1574681	+	YP_002407507.1	WP_000066495.1		cold shock protein; Qin prophage	cspI	7153555	ECIAI39_1505	213	70	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1575355	1575528	+					gnsB	7151020	ECIAI39_1506	174		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1575355	1575528	+	YP_002407508.1	WP_001019606.1		hypothetical protein	gnsB	7151020	ECIAI39_1506	174	57	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1575680	1576090	-					ydfO	7151568	ECIAI39_1507	411		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1575680	1576090	-	YP_002407509.1	WP_001571459.1		hypothetical protein	ydfO	7151568	ECIAI39_1507	411	136	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1576770	1577315	+					nohB	7153554	ECIAI39_1508	546		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1576770	1577315	+	YP_002407510.1	WP_000453587.1		DNA packaging protein; DLP12 prophage	nohB	7153554	ECIAI39_1508	546	181	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1577290	1579215	+					A	7152239	ECIAI39_1509	1926		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1577290	1579215	+	YP_002407511.1	WP_001027298.1		terminase large subunit from bacteriophage origin	A	7152239	ECIAI39_1509	1926	641	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1579212	1579418	+					W	7150639	ECIAI39_1510	207		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1579212	1579418	+	YP_002407512.1	WP_000198149.1		head-to-tail joining protein W (gpW) from bacteriophage origin	W	7150639	ECIAI39_1510	207	68	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1579415	1581016	+					B	7153132	ECIAI39_1511	1602		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1579415	1581016	+	YP_002407513.1	WP_001595430.1		Portal protein B (minor capsid protein B) from bacteriophage origin	B	7153132	ECIAI39_1511	1602	533	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1580862	1582328	+					C	7150832	ECIAI39_1512	1467		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1580862	1582328	+	YP_002407514.1	WP_012602317.1		minor capsid protein C from bacteriophage origin	C	7150832	ECIAI39_1512	1467	488	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1582338	1582670	+					D	7150884	ECIAI39_1513	333		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1582338	1582670	+	YP_002407515.1	WP_000201478.1		head decoration protein (major capsid protein D) from bacteriophage origin	D	7150884	ECIAI39_1513	333	110	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1582726	1583751	+						7151074	ECIAI39_1514	1026		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1582726	1583751	+	YP_002407516.1	WP_000118192.1		major head protein		7151074	ECIAI39_1514	1026	341	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1583754	1584116	+					fI	7149743	ECIAI39_1515	363		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1583754	1584116	+	YP_002407517.1	WP_012602318.1		DNA packaging protein from bacteriophage origin	fI	7149743	ECIAI39_1515	363	120	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1584109	1584549	-						7151322	ECIAI39_1516	441		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1584109	1584549	-	YP_002407518.1	WP_000362866.1		transposase ORF B (fragment), IS3 family		7151322	ECIAI39_1516	441	146	
gene	misc_RNA	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1584588	1584674	-						7149744	ECIAI39_misc_RNA_36	87		
misc_RNA		GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1584588	1584674	-				Intron_gpII		7149744	ECIAI39_misc_RNA_36	87		
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1584678	1586201	-						7150529	ECIAI39_1517	1524		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1584678	1586201	-	YP_002407519.1	WP_000587107.1		Group II intron-encoded reverse transcriptase/maturase		7150529	ECIAI39_1517	1524	507	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1586793	1587275	-						7149745	ECIAI39_1518	483		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1586793	1587275	-	YP_002407520.1	WP_012602241.1		transposase ORF B (fragment), IS629		7149745	ECIAI39_1518	483	160	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1587272	1587598	-						7149746	ECIAI39_1519	327		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1587272	1587598	-	YP_002407521.1	WP_000165309.1		transposase ORF A, IS629		7149746	ECIAI39_1519	327	108	
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1587650	1588492	-					ipaH	7149747	ECIAI39_1520	843		pseudo
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1589112	1590848	-					cvrA	7151836	ECIAI39_1522	1737		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1589112	1590848	-	YP_002407522.1	WP_000340206.1		potassium/proton antiporter	cvrA	7151836	ECIAI39_1522	1737	578	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1590943	1591857	-					ldcA	7151037	ECIAI39_1523	915		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1590943	1591857	-	YP_002407523.1	WP_000051554.1		L,D-carboxypeptidase A	ldcA	7151037	ECIAI39_1523	915	304	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1591957	1592568	+					emtA	7151917	ECIAI39_1524	612		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1591957	1592568	+	YP_002407524.1	WP_001295994.1		lytic murein endotransglycosylase E	emtA	7151917	ECIAI39_1524	612	203	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1592570	1593304	-					ycgR	7151219	ECIAI39_1525	735		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1592570	1593304	-	YP_002407525.1	WP_000020138.1		flagellar function protein	ycgR	7151219	ECIAI39_1525	735	244	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1593505	1593759	+					ymgE	7153471	ECIAI39_1526	255		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1593505	1593759	+	YP_002407526.1	WP_001330447.1		putative inner membrane protein with transglycosylase-associated domain	ymgE	7153471	ECIAI39_1526	255	84	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1593809	1595800	-					prrA	7154397	ECIAI39_1527	1992		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1593809	1595800	-	YP_002407527.1	WP_000931720.1		putative outer membrane receptor	prrA	7154397	ECIAI39_1527	1992	663	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1595805	1596659	-					modD	7152498	ECIAI39_1528	855		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1595805	1596659	-	YP_002407528.1	WP_000576816.1		molybdenum transport protein ModD	modD	7152498	ECIAI39_1528	855	284	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1596656	1597468	-						7152105	ECIAI39_1529	813		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1596656	1597468	-	YP_002407529.1	WP_000904008.1		putative SAM-dependent methyltransferase		7152105	ECIAI39_1529	813	270	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1597478	1598236	-						7149748	ECIAI39_1530	759		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1597478	1598236	-	YP_002407530.1	WP_000173316.1		putative ABC transporter ATP-binding protein		7149748	ECIAI39_1530	759	252	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1598233	1599213	-						7149749	ECIAI39_1531	981		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1598233	1599213	-	YP_002407531.1	WP_001261263.1		putative ABC transporter permease		7149749	ECIAI39_1531	981	326	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1599213	1600277	-						7149750	ECIAI39_1532	1065		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1599213	1600277	-	YP_002407532.1	WP_012602319.1		putative ABC transporter periplasmic binding protein		7149750	ECIAI39_1532	1065	354	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1600565	1602262	-					treA	7149751	ECIAI39_1533	1698		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1600565	1602262	-	YP_002407533.1	WP_000841923.1		trehalase	treA	7149751	ECIAI39_1533	1698	565	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1602582	1604000	-					dhaH	7153017	ECIAI39_1534	1419		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1602582	1604000	-	YP_002407534.1	WP_012602320.1		dihydroxyacetone kinase subunit M	dhaH	7153017	ECIAI39_1534	1419	472	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1604011	1604643	-					dhaL	7151133	ECIAI39_1535	633		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1604011	1604643	-	YP_002407535.1	WP_012602321.1		dihydroxyacetone kinase subunit DhaL	dhaL	7151133	ECIAI39_1535	633	210	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1604654	1605724	-					dhaK	7151135	ECIAI39_1536	1071		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1604654	1605724	-	YP_002407536.1	WP_000733699.1		dihydroxyacetone kinase subunit DhaK	dhaK	7151135	ECIAI39_1536	1071	356	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1605952	1607871	+					dhaR	7151134	ECIAI39_1537	1920		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1605952	1607871	+	YP_002407537.1	WP_012602322.1		DNA-binding transcriptional regulator DhaR	dhaR	7151134	ECIAI39_1537	1920	639	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1607908	1608138	-						7151136	ECIAI39_1538	231		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1607908	1608138	-	YP_002407538.1	WP_001298097.1		hypothetical protein		7151136	ECIAI39_1538	231	76	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1608276	1609367	-					ychF	7149752	ECIAI39_1539	1092		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1608276	1609367	-	YP_002407539.1	WP_000505866.1		GTP-dependent nucleic acid-binding protein EngD	ychF	7149752	ECIAI39_1539	1092	363	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1609484	1610068	-					pth	7153476	ECIAI39_1540	585		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1609484	1610068	-	YP_002407540.1	WP_000152933.1		peptidyl-tRNA hydrolase	pth	7153476	ECIAI39_1540	585	194	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1610346	1610624	+					ychH	7152514	ECIAI39_1541	279		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1610346	1610624	+	YP_002407541.1	WP_000823885.1		hypothetical protein	ychH	7152514	ECIAI39_1541	279	92	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1610679	1612358	-					ychM	7153477	ECIAI39_1542	1680		
